intro,score,title
"AES India has placed a joint bid with Macquarie Group for the Chhabra plant valued at Rs14,000 crore; all three have cleared request for proposal stage",1,"AES, Adani, Tata Power-ICICI in race for Rajasthan power project"
"General Electric Co. will own 62.5% of the new company and Baker Hughes Inc., will own the rest.",1,"General Electric, Baker Hughes create powerful new player in energy sector"
Future Retail to consolidate its offline and online home retail businesses under a single entity called Praxis Home Retail,0,Future Retail to demerge home retail business
The acquisition of solar power assets of Hindustan Powerprojects gives Australias Macquarie Group an entry into Indias renewable energy sector,1,Macquarie to acquire solar power assets of Hindustan Powerprojects in $600 mn deal
"Your favourite social media network is making some changes, again. There is now a new way to access your Facebook account, and some changes to the algorithms that push content to your newsfeed",0,"Facebook wants to be more secure, and not penalize video shares"
HDFC new home loan rate is effective from 4 November,0,HDFC cuts home loan rate by up to 15 bps
"The companys board elected Jim Umpleby, currently a Caterpillar group president with responsibility for energy and transportation, to succeed Doug Oberhelman as CEO",1,Caterpillar CEO Doug Oberhelman to retire after 41-year career
"The government has fixed solar power tariff at Rs4 per unit as the benchmark rate for all tenders in the states where solar tariff has been discovered at up to Rs4.50 per unit in various auctions, says SECI managing director Ashvini Kumar",0,Solar tariff slumps to all-time low at Rs4 a unit
"State Bank of Hyderabads provisions and contingencies surged 755% to Rs2,074 crore in the September quarter",0,State Bank of Hyderabad posts net loss of Rs777 crore in Q2
"Nitin Karkara has over 16 years of experience in business development, brand strategy, product marketing, mobile and e-commerce
",0,Cheils Nitin Karkara joins Havas Media as digital head
India added 12.5 gigawatt of renewable energy capacity compared to 10.2 gigawatt from conventional sources of fuel in financial year 2017 ,1,Renewables surpass other energy sources in capacity addition in FY17
Merger of the wind assets of Orient Green and IL&FS Wind Energy set to create a company with 1.2GW of operating assets,1,"Orient Green, IL&FS Wind mull wind power assets merger "
"KEC Internationals profitability has been climbing in spite of the economic slowdown mirrored in its subdued revenue growth
",1,KEC International scores on margin growth despite flat revenue 
"While cement prices are increased around this time every year, this time around it also has to do with a steep surge in petroleum coke (petcoke) prices",0,Cement price hikes on expected lines
"Tata group, the dynastic business that built a reputation over more than a century for discretion, integrity and fair-dealing has sunk into a public spat of allegations and name-calling",0,Ratan Tatas return as interim chairman seen taking toll on Brand Tata 
"Microsoft will release a security patch for its operating system on 8 November, Windows chief Terry Myerson said",0,"Microsoft says hacking group targeted Windows, Adobe Flash"
Evereadys revenue for the quarter was marginally lower than a year earlier at Rs366.63 crore,1,Eveready September quarter profit jumps 41% to Rs25.62 crore
"Coca-Cola India and South West Asia president Venkatesh Kini on the companys expansion in non-carbonated drinks, GST and problems in Tamil Nadu",0,Non-fizzy drinks make up 35-45% of Coca-Colas business: Venkatesh Kini
Investors were quick to take cognizance of the change in two key variablessales volumes and rubber pricesthat determine the fortunes of tyre firms,1,Will tyre stocks continue to enjoy the joy ride?
The governments intention is to ensure that speculation does not drive up prices once cane crushing ends in April,0,Government intervention a potential risk for sugar producers
Nusli Wadia was removed as Tata Steel director after 9 out of 10 shareholders who voted favoured the resolution,0,Nusli Wadia removed as Tata Steel director
"Jeremy Rowe of AkzoNobel Decorative Paints talks about India as a key market, global trends in the paints industry and why consumers are more inclined to certain colours culturally",1,Jeremy Rowe: Colour is an endlessly complex and fascinating area to work in 
"News flow on pipeline issues at the Kochi Terminal is something investors will have to follow closely
",0,"Petronet LNG: lower volume, but worst could be behind it"
"Tata Chemicals income from operations fell to Rs3,494.8 crore in the third quarter from Rs3,991.25 crore in the corresponding period of previous year",1,Tata Chemicals Q3 net profit rises 32% to Rs318 crore
"Excessive IRRBB (interest rate risk on banking book) can pose a significant threat to a banks current capital base and/or future earnings if not managed appropriately, the RBI said",0,RBI issues draft guidelines on interest rate risk on banking book
"It has become amply evident, even to Trai itself, that its regulations are woefully inadequate to address issues related to anti-competitive behaviour",0,Is Trai a competent authority to rule on Reliance Jios alleged predatory pricing?
"India to use domestic coal for its proposed 4,000 MW power project in Tamil Nadu, instead of importing it, says coal minister Piyush Goyal ",0,"India turns to local coal for planned 4,000 MW power project in Tamil Nadu "
The government owns majority stakes in eight  listed oil and gas firms. Combining some or all would create a bigger corporation with clout to negotiate better deals on crude oil purchases,1,Why India is creating an oil and gas behemoth
Allahabad Banks third-quarter profit rises on lower provisions against bad loans and higher other income,0,Allahabad Bank Q3 net profit at Rs75.26 crore
"At stake is half of Microsofts case to block the US from secretly accessing customer data stored in the cloud, including e-mail",0,Microsoft asserts clients rights in FBI e-mail searches fight
"There cannot be a turnaround in Indias banking sector till such time the govt accepts that capital infusion is just one tool and it needs to do more for banks revival
",0,Banks are stressed: What do we do?
GMR Infras total income from operations declined to Rs216.25 crore during the third quarter as against Rs294.48 crore in the year-ago period,0,GMR Infra posts Rs382 crore loss in Q3
Shareholder vote at  Tata Industries first such instance of Mistry being ousted from a board since his removal as Tata Group chairman. ,0,Mistry removed as Tata Industries director in shareholder vote
NIITs net revenue during the December quarter rose 2% to Rs267.3 crore as compared to the corresponding period of the previous year ,0,"NIIT Q3 profit slides 56%, firm blames demonetisation"
"The acquisition of CJS Solutions Group, with the aim to cross-sell its services to a new  set of clients, reflects well on Tech Mahindra shares",1,Investors see Tech Mahindra shares gaining momentum
